,concede,goal,margin,mode,opponent,season
0,0.0,3.0,3.0,H,Blackburn Rovers,2006
1,0.0,0.0,-0.0,A,Manchester City,2006
2,0.0,4.0,4.0,A,Middlesbrough,2006
3,0.0,1.0,1.0,H,Wigan Athletic,2006
4,0.0,1.0,1.0,A,Charlton Athletic,2006
5,1.0,0.0,-1.0,H,Bolton Wanderers,2006
6,2.0,1.0,-1.0,A,Tottenham Hotspur,2006
7,0.0,2.0,2.0,H,West Ham United,2006
8,2.0,1.0,-1.0,A,Chelsea,2006
9,1.0,3.0,2.0,H,Reading,2006
10,3.0,0.0,-3.0,A,Manchester United,2006
11,1.0,1.0,0.0,H,Fulham,2006
12,1.0,2.0,1.0,H,Watford,2006
13,1.0,0.0,-1.0,A,Newcastle United,2006
14,0.0,0.0,-0.0,A,Liverpool,2006
15,2.0,2.0,0.0,H,Aston Villa,2006
16,0.0,2.0,2.0,H,Everton,2006
17,2.0,2.0,-0.0,A,Arsenal,2006
18,1.0,3.0,2.0,H,Sheffield United,2006
19,1.0,2.0,1.0,A,West Ham United,2006
20,3.0,2.0,-1.0,A,Bolton Wanderers,2006
21,1.0,1.0,0.0,H,Tottenham Hotspur,2006
22,1.0,1.0,-0.0,A,Sheffield United,2006
23,1.0,0.0,-1.0,H,Charlton Athletic,2006
24,0.0,0.0,0.0,H,Middlesbrough,2006
25,1.0,0.0,-1.0,A,Wigan Athletic,2006
26,1.0,2.0,1.0,H,Manchester City,2006
27,3.0,0.0,-3.0,A,Blackburn Rovers,2006
28,2.0,0.0,-2.0,H,Chelsea,2006
29,0.0,0.0,-0.0,A,Reading,2006
30,1.0,1.0,-0.0,A,Fulham,2006
31,1.0,2.0,1.0,H,Manchester United,2006
32,4.0,2.0,-2.0,A,Watford,2006
33,1.0,2.0,1.0,H,Newcastle United,2006
34,0.0,0.0,-0.0,A,Aston Villa,2006
35,1.0,2.0,1.0,H,Liverpool,2006
36,3.0,0.0,-3.0,A,Everton,2006
37,0.0,0.0,0.0,H,Arsenal,2006
38,2.0,2.0,-0.0,A,Derby County,2007
39,1.0,1.0,0.0,H,Manchester United,2007
40,1.0,3.0,2.0,H,Bolton Wanderers,2007
41,1.0,0.0,-1.0,A,Chelsea,2007
42,3.0,1.0,-2.0,A,Arsenal,2007
43,0.0,0.0,0.0,H,Liverpool,2007
44,0.0,1.0,1.0,A,Blackburn Rovers,2007
45,4.0,7.0,3.0,H,Reading,2007
46,0.0,2.0,2.0,A,Fulham,2007
47,0.0,2.0,2.0,A,Wigan Athletic,2007
48,0.0,0.0,0.0,H,West Ham United,2007
49,1.0,4.0,3.0,A,Newcastle United,2007
50,0.0,0.0,0.0,H,Manchester City,2007
51,0.0,2.0,2.0,A,Birmingham City,2007
52,0.0,0.0,0.0,H,Everton,2007
53,1.0,3.0,2.0,A,Aston Villa,2007
54,1.0,0.0,-1.0,H,Tottenham Hotspur,2007
55,4.0,1.0,-3.0,A,Liverpool,2007
56,0.0,0.0,0.0,H,Arsenal,2007
57,1.0,0.0,-1.0,H,Middlesbrough,2007
58,0.0,2.0,2.0,A,Reading,2007
59,2.0,0.0,-2.0,A,Sunderland,2007
60,1.0,3.0,2.0,H,Derby County,2007
61,2.0,0.0,-2.0,A,Manchester United,2007
62,1.0,1.0,0.0,H,Chelsea,2007
63,0.0,1.0,1.0,A,Bolton Wanderers,2007
64,0.0,1.0,1.0,H,Sunderland,2007
65,3.0,1.0,-2.0,A,Everton,2007
66,2.0,4.0,2.0,H,Birmingham City,2007
67,0.0,2.0,2.0,H,Aston Villa,2007
68,2.0,0.0,-2.0,A,Tottenham Hotspur,2007
69,0.0,2.0,2.0,H,Wigan Athletic,2007
70,0.0,1.0,1.0,A,West Ham United,2007
71,0.0,0.0,0.0,H,Newcastle United,2007
72,3.0,1.0,-2.0,A,Manchester City,2007
73,1.0,0.0,-1.0,H,Blackburn Rovers,2007
74,2.0,0.0,-2.0,A,Middlesbrough,2007
75,1.0,0.0,-1.0,H,Fulham,2007
76,4.0,0.0,-4.0,A,Chelsea,2008
77,1.0,0.0,-1.0,H,Manchester United,2008
78,0.0,3.0,3.0,A,Everton,2008
79,1.0,2.0,1.0,H,Middlesbrough,2008
80,6.0,0.0,-6.0,A,Manchester City,2008
81,0.0,2.0,2.0,H,Tottenham Hotspur,2008
82,1.0,2.0,1.0,H,Stoke City,2008
83,0.0,0.0,-0.0,A,Aston Villa,2008
84,1.0,1.0,0.0,H,Fulham,2008
85,1.0,0.0,-1.0,A,Liverpool,2008
86,2.0,1.0,-1.0,H,Wigan Athletic,2008
87,1.0,2.0,1.0,A,Sunderland,2008
88,0.0,0.0,-0.0,A,West Ham United,2008
89,2.0,2.0,0.0,H,Hull City,2008
90,2.0,3.0,1.0,H,Blackburn Rovers,2008
91,1.0,1.0,-0.0,A,West Bromwich Albion,2008
92,3.0,0.0,-3.0,H,Newcastle United,2008
93,2.0,1.0,-1.0,A,Bolton Wanderers,2008
94,4.0,1.0,-3.0,H,West Ham United,2008
95,1.0,0.0,-1.0,A,Arsenal,2008
96,1.0,1.0,-0.0,A,Tottenham Hotspur,2008
97,1.0,0.0,-1.0,H,Aston Villa,2008
98,3.0,1.0,-2.0,A,Fulham,2008
99,3.0,2.0,-1.0,H,Liverpool,2008
100,0.0,2.0,2.0,H,Manchester City,2008
101,2.0,2.0,-0.0,A,Stoke City,2008
102,1.0,0.0,-1.0,H,Chelsea,2008
103,1.0,1.0,-0.0,A,Middlesbrough,2008
104,1.0,2.0,1.0,H,Everton,2008
105,0.0,0.0,-0.0,A,Hull City,2008
106,2.0,2.0,0.0,H,West Bromwich Albion,2008
107,0.0,1.0,1.0,H,Bolton Wanderers,2008
108,2.0,0.0,-2.0,A,Manchester United,2008
109,0.0,0.0,-0.0,A,Newcastle United,2008
110,3.0,0.0,-3.0,H,Arsenal,2008
111,2.0,0.0,-2.0,A,Blackburn Rovers,2008
112,1.0,3.0,2.0,H,Sunderland,2008
113,1.0,0.0,-1.0,A,Wigan Athletic,2008
114,1.0,0.0,-1.0,H,Fulham,2009
115,1.0,0.0,-1.0,A,Birmingham City,2009
116,4.0,1.0,-3.0,A,Arsenal,2009
117,1.0,0.0,-1.0,H,Manchester City,2009
118,3.0,2.0,-1.0,H,Bolton Wanderers,2009
119,2.0,0.0,-2.0,A,Aston Villa,2009
120,1.0,0.0,-1.0,H,Everton,2009
121,0.0,1.0,1.0,A,Wolverhampton Wanderers,2009
122,2.0,1.0,-1.0,H,Tottenham Hotspur,2009
123,0.0,0.0,-0.0,A,Hull City,2009
124,0.0,4.0,4.0,H,Wigan Athletic,2009
125,3.0,1.0,-2.0,A,Blackburn Rovers,2009
126,1.0,0.0,-1.0,A,Stoke City,2009
127,4.0,1.0,-3.0,H,Manchester United,2009
128,0.0,2.0,2.0,H,Burnley,2009
