,concede,goal,margin,mode,opponent,season
195,1.0,1.0,-0.0,A,Queens Park Rangers,2011
196,0.0,2.0,2.0,H,Wigan Athletic,2011
197,4.0,1.0,-3.0,A,Manchester City,2011
198,2.0,1.0,-1.0,H,West Bromwich Albion,2011
199,2.0,2.0,-0.0,A,Sunderland,2011
200,2.0,3.0,1.0,H,Norwich City,2011
201,2.0,0.0,-2.0,A,Tottenham Hotspur,2011
202,0.0,0.0,-0.0,A,Swansea City,2011
203,1.0,0.0,-1.0,H,Manchester United,2011
204,1.0,2.0,1.0,A,Bolton Wanderers,2011
205,2.0,0.0,-2.0,H,Liverpool,2011
206,2.0,1.0,-1.0,H,Arsenal,2011
207,0.0,0.0,-0.0,A,Stoke City,2011
208,1.0,3.0,2.0,A,Chelsea,2011
209,2.0,0.0,-2.0,H,Swansea City,2011
210,1.0,1.0,0.0,H,Everton,2011
211,2.0,3.0,1.0,A,Wolverhampton Wanderers,2011
212,2.0,2.0,0.0,H,Queens Park Rangers,2011
213,2.0,1.0,-1.0,A,Newcastle United,2011
214,1.0,0.0,-1.0,H,Manchester City,2011
215,0.0,0.0,-0.0,A,Wigan Athletic,2011
216,1.0,1.0,-0.0,A,Blackburn Rovers,2011
217,0.0,1.0,1.0,H,Fulham,2011
218,3.0,0.0,-3.0,A,Arsenal,2011
219,4.0,2.0,-2.0,H,Chelsea,2011
220,1.0,1.0,-0.0,A,Liverpool,2011
221,1.0,1.0,0.0,H,Stoke City,2011
222,4.0,0.0,-4.0,A,Manchester United,2011
223,0.0,0.0,0.0,H,Sunderland,2011
224,2.0,1.0,-1.0,H,Bolton Wanderers,2011
225,0.0,0.0,-0.0,A,West Bromwich Albion,2011
226,1.0,1.0,0.0,H,Tottenham Hotspur,2011
227,2.0,0.0,-2.0,A,Norwich City,2011
228,1.0,0.0,-1.0,A,West Ham United,2012
229,3.0,1.0,-2.0,H,Everton,2012
230,1.0,1.0,-0.0,A,Newcastle United,2012
231,0.0,2.0,2.0,H,Swansea City,2012
232,4.0,1.0,-3.0,A,Southampton,2012
233,1.0,1.0,0.0,H,West Bromwich Albion,2012
234,2.0,0.0,-2.0,A,Tottenham Hotspur,2012
235,1.0,0.0,-1.0,A,Fulham,2012
236,1.0,1.0,0.0,H,Norwich City,2012
237,0.0,1.0,1.0,A,Sunderland,2012
238,3.0,2.0,-1.0,H,Manchester United,2012
239,5.0,0.0,-5.0,A,Manchester City,2012
240,0.0,0.0,0.0,H,Arsenal,2012
241,0.0,1.0,1.0,H,Reading,2012
242,1.0,1.0,-0.0,A,Queens Park Rangers,2012
243,0.0,0.0,0.0,H,Stoke City,2012
244,1.0,3.0,2.0,A,Liverpool,2012
245,8.0,0.0,-8.0,A,Chelsea,2012
246,4.0,0.0,-4.0,H,Tottenham Hotspur,2012
247,3.0,0.0,-3.0,H,Wigan Athletic,2012
248,2.0,2.0,-0.0,A,Swansea City,2012
249,1.0,0.0,-1.0,H,Southampton,2012
250,2.0,2.0,-0.0,A,West Bromwich Albion,2012
251,2.0,1.0,-1.0,H,Newcastle United,2012
252,3.0,3.0,-0.0,A,Everton,2012
253,1.0,2.0,1.0,H,West Ham United,2012
254,2.0,1.0,-1.0,A,Arsenal,2012
255,1.0,0.0,-1.0,H,Manchester City,2012
256,1.0,2.0,1.0,A,Reading,2012
257,2.0,3.0,1.0,H,Queens Park Rangers,2012
258,2.0,1.0,-1.0,H,Liverpool,2012
259,1.0,3.0,2.0,A,Stoke City,2012
260,1.0,1.0,0.0,H,Fulham,2012
261,3.0,0.0,-3.0,A,Manchester United,2012
262,1.0,6.0,5.0,H,Sunderland,2012
263,1.0,2.0,1.0,A,Norwich City,2012
264,2.0,1.0,-1.0,H,Chelsea,2012
265,2.0,2.0,-0.0,A,Wigan Athletic,2012
266,1.0,3.0,2.0,A,Arsenal,2013
267,2.0,1.0,-1.0,A,Chelsea,2013
268,1.0,0.0,-1.0,H,Liverpool,2013
269,2.0,1.0,-1.0,H,Newcastle United,2013
270,0.0,1.0,1.0,A,Norwich City,2013
271,2.0,3.0,1.0,H,Manchester City,2013
272,0.0,0.0,-0.0,A,Hull City,2013
273,2.0,0.0,-2.0,H,Tottenham Hotspur,2013
274,2.0,0.0,-2.0,H,Everton,2013
275,0.0,0.0,-0.0,A,West Ham United,2013
276,0.0,2.0,2.0,H,Cardiff City,2013
277,2.0,2.0,-0.0,A,West Bromwich Albion,2013
278,0.0,0.0,0.0,H,Sunderland,2013
279,2.0,3.0,1.0,A,Southampton,2013
280,2.0,0.0,-2.0,A,Fulham,2013
281,3.0,0.0,-3.0,H,Manchester United,2013
282,2.0,1.0,-1.0,A,Stoke City,2013
283,1.0,0.0,-1.0,H,Crystal Palace,2013
284,1.0,1.0,0.0,H,Swansea City,2013
285,0.0,1.0,1.0,A,Sunderland,2013
286,2.0,1.0,-1.0,H,Arsenal,2013
287,2.0,2.0,-0.0,A,Liverpool,2013
288,3.0,4.0,1.0,H,West Bromwich Albion,2013
289,2.0,1.0,-1.0,A,Everton,2013
290,2.0,0.0,-2.0,H,West Ham United,2013
291,0.0,0.0,-0.0,A,Cardiff City,2013
292,1.0,0.0,-1.0,A,Newcastle United,2013
293,1.0,4.0,3.0,H,Norwich City,2013
294,0.0,1.0,1.0,H,Chelsea,2013
295,4.0,1.0,-3.0,H,Stoke City,2013
296,4.0,1.0,-3.0,A,Manchester United,2013
297,2.0,1.0,-1.0,H,Fulham,2013
298,1.0,0.0,-1.0,A,Crystal Palace,2013
299,0.0,0.0,0.0,H,Southampton,2013
300,4.0,1.0,-3.0,A,Swansea City,2013
301,1.0,3.0,2.0,H,Hull City,2013
302,4.0,0.0,-4.0,A,Manchester City,2013
303,3.0,0.0,-3.0,A,Tottenham Hotspur,2013
304,0.0,1.0,1.0,A,Stoke City,2014
305,0.0,0.0,0.0,H,Newcastle United,2014
306,1.0,2.0,1.0,H,Hull City,2014
307,0.0,1.0,1.0,A,Liverpool,2014
308,3.0,0.0,-3.0,H,Arsenal,2014
309,3.0,0.0,-3.0,A,Chelsea,2014
310,2.0,0.0,-2.0,H,Manchester City,2014
311,3.0,0.0,-3.0,A,Everton,2014
312,2.0,0.0,-2.0,A,Queens Park Rangers,2014
313,2.0,1.0,-1.0,H,Tottenham Hotspur,2014
314,0.0,0.0,-0.0,A,West Ham United,2014
315,1.0,1.0,0.0,H,Southampton,2014
316,1.0,1.0,-0.0,A,Burnley,2014
317,0.0,1.0,1.0,A,Crystal Palace,2014
318,1.0,2.0,1.0,H,Leicester City,2014
319,1.0,0.0,-1.0,A,West Bromwich Albion,2014
320,1.0,1.0,0.0,H,Manchester United,2014
321,1.0,0.0,-1.0,A,Swansea City,2014
322,0.0,0.0,0.0,H,Sunderland,2014
323,0.0,0.0,0.0,H,Crystal Palace,2014
324,1.0,0.0,-1.0,A,Leicester City,2014
325,2.0,0.0,-2.0,H,Liverpool,2014
326,5.0,0.0,-5.0,A,Arsenal,2014
327,2.0,1.0,-1.0,H,Chelsea,2014
328,2.0,0.0,-2.0,A,Hull City,2014
329,2.0,1.0,-1.0,H,Stoke City,2014
330,1.0,0.0,-1.0,A,Newcastle United,2014
331,1.0,2.0,1.0,H,West Bromwich Albion,2014
332,0.0,4.0,4.0,A,Sunderland,2014
333,1.0,0.0,-1.0,H,Swansea City,2014
334,3.0,1.0,-2.0,A,Manchester United,2014
335,3.0,3.0,0.0,H,Queens Park Rangers,2014
336,0.0,1.0,1.0,A,Tottenham Hotspur,2014
337,3.0,2.0,-1.0,A,Manchester City,2014
338,2.0,3.0,1.0,H,Everton,2014
339,0.0,1.0,1.0,H,West Ham United,2014
340,6.0,1.0,-5.0,A,Southampton,2014
341,1.0,0.0,-1.0,H,Burnley,2014
342,0.0,1.0,1.0,A,AFC Bournemouth,2015
343,1.0,0.0,-1.0,H,Manchester United,2015
344,2.0,1.0,-1.0,A,Crystal Palace,2015
345,2.0,2.0,0.0,H,Sunderland,2015
346,3.0,2.0,-1.0,A,Leicester City,2015
347,1.0,0.0,-1.0,H,West Bromwich Albion,2015
348,3.0,2.0,-1.0,A,Liverpool,2015
349,1.0,0.0,-1.0,H,Stoke City,2015
350,2.0,0.0,-2.0,A,Chelsea,2015
351,2.0,1.0,-1.0,H,Swansea City,2015
352,3.0,1.0,-2.0,A,Tottenham Hotspur,2015
353,0.0,0.0,0.0,H,Manchester City,2015
354,4.0,0.0,-4.0,A,Everton,2015
355,3.0,2.0,-1.0,H,Watford,2015
356,1.0,1.0,-0.0,A,Southampton,2015
357,2.0,0.0,-2.0,H,Arsenal,2015
358,1.0,1.0,-0.0,A,Newcastle United,2015
359,1.0,1.0,0.0,H,West Ham United,2015
360,2.0,0.0,-2.0,A,Norwich City,2015
361,3.0,1.0,-2.0,A,Sunderland,2015
362,0.0,1.0,1.0,H,Crystal Palace,2015
363,1.0,1.0,0.0,H,Leicester City,2015
364,0.0,0.0,-0.0,A,West Bromwich Albion,2015
365,2.0,0.0,-2.0,A,West Ham United,2015
366,0.0,2.0,2.0,H,Norwich City,2015
367,6.0,0.0,-6.0,H,Liverpool,2015
368,2.0,1.0,-1.0,A,Stoke City,2015
369,3.0,1.0,-2.0,H,Everton,2015
370,4.0,0.0,-4.0,A,Manchester City,2015
371,2.0,0.0,-2.0,H,Tottenham Hotspur,2015
372,1.0,0.0,-1.0,A,Swansea City,2015
373,4.0,0.0,-4.0,H,Chelsea,2015
374,2.0,1.0,-1.0,H,AFC Bournemouth,2015
375,1.0,0.0,-1.0,A,Manchester United,2015
376,4.0,2.0,-2.0,H,Southampton,2015
377,3.0,2.0,-1.0,A,Watford,2015
378,0.0,0.0,0.0,H,Newcastle United,2015
379,4.0,0.0,-4.0,A,Arsenal,2015
