,concede,goal,margin,mode,opponent,season
0,3.0,2.0,-1.0,A,Reading,2006
1,1.0,2.0,1.0,H,Chelsea,2006
2,4.0,0.0,-4.0,H,Portsmouth,2006
3,1.0,1.0,-0.0,A,Arsenal,2006
4,0.0,0.0,-0.0,A,Bolton Wanderers,2006
5,1.0,0.0,-1.0,H,Blackburn Rovers,2006
6,2.0,1.0,-1.0,A,Sheffield United,2006
7,1.0,2.0,1.0,H,Everton,2006
8,0.0,1.0,1.0,H,Newcastle United,2006
9,1.0,0.0,-1.0,A,Manchester City,2006
10,2.0,0.0,-2.0,A,Watford,2006
11,0.0,1.0,1.0,H,West Ham United,2006
12,0.0,0.0,0.0,H,Liverpool,2006
13,1.0,1.0,-0.0,A,Aston Villa,2006
14,2.0,1.0,-1.0,H,Manchester United,2006
15,2.0,1.0,-1.0,A,Tottenham Hotspur,2006
16,1.0,1.0,0.0,H,Wigan Athletic,2006
17,2.0,1.0,-1.0,A,Fulham,2006
18,0.0,2.0,2.0,H,Charlton Athletic,2006
19,0.0,0.0,-0.0,A,Everton,2006
20,2.0,1.0,-1.0,A,Blackburn Rovers,2006
21,1.0,3.0,2.0,H,Sheffield United,2006
22,1.0,3.0,2.0,A,Charlton Athletic,2006
23,1.0,5.0,4.0,H,Bolton Wanderers,2006
24,0.0,0.0,-0.0,A,Portsmouth,2006
25,1.0,1.0,0.0,H,Arsenal,2006
26,3.0,0.0,-3.0,A,Chelsea,2006
27,1.0,2.0,1.0,H,Reading,2006
28,0.0,0.0,-0.0,A,Newcastle United,2006
29,2.0,0.0,-2.0,H,Manchester City,2006
30,2.0,0.0,-2.0,A,West Ham United,2006
31,1.0,4.0,3.0,H,Watford,2006
32,3.0,1.0,-2.0,H,Aston Villa,2006
33,2.0,0.0,-2.0,A,Liverpool,2006
34,1.0,1.0,-0.0,A,Manchester United,2006
35,3.0,2.0,-1.0,H,Tottenham Hotspur,2006
36,0.0,1.0,1.0,A,Wigan Athletic,2006
37,1.0,3.0,2.0,H,Fulham,2006
38,2.0,1.0,-1.0,H,Blackburn Rovers,2007
39,1.0,0.0,-1.0,A,Wigan Athletic,2007
40,1.0,2.0,1.0,A,Fulham,2007
41,2.0,2.0,0.0,H,Newcastle United,2007
42,0.0,2.0,2.0,H,Birmingham City,2007
43,3.0,0.0,-3.0,A,West Ham United,2007
44,2.0,2.0,0.0,H,Sunderland,2007
45,2.0,0.0,-2.0,A,Everton,2007
46,3.0,1.0,-2.0,A,Manchester City,2007
47,2.0,0.0,-2.0,H,Chelsea,2007
48,4.0,1.0,-3.0,A,Manchester United,2007
49,1.0,1.0,0.0,H,Tottenham Hotspur,2007
50,0.0,0.0,-0.0,A,Bolton Wanderers,2007
51,3.0,0.0,-3.0,H,Aston Villa,2007
52,1.0,1.0,-0.0,A,Reading,2007
53,1.0,2.0,1.0,H,Arsenal,2007
54,0.0,1.0,1.0,A,Derby County,2007
55,2.0,1.0,-1.0,H,West Ham United,2007
56,3.0,0.0,-3.0,A,Birmingham City,2007
57,0.0,1.0,1.0,A,Portsmouth,2007
58,2.0,0.0,-2.0,H,Everton,2007
59,1.0,1.0,0.0,H,Liverpool,2007
60,1.0,1.0,-0.0,A,Blackburn Rovers,2007
61,0.0,1.0,1.0,H,Wigan Athletic,2007
62,1.0,1.0,-0.0,A,Newcastle United,2007
63,0.0,1.0,1.0,H,Fulham,2007
64,3.0,2.0,-1.0,A,Liverpool,2007
65,1.0,0.0,-1.0,H,Reading,2007
66,1.0,1.0,-0.0,A,Aston Villa,2007
67,1.0,1.0,-0.0,A,Arsenal,2007
68,0.0,1.0,1.0,H,Derby County,2007
69,1.0,0.0,-1.0,A,Chelsea,2007
70,2.0,2.0,0.0,H,Manchester United,2007
71,1.0,1.0,-0.0,A,Tottenham Hotspur,2007
72,1.0,0.0,-1.0,H,Bolton Wanderers,2007
73,3.0,2.0,-1.0,A,Sunderland,2007
74,0.0,2.0,2.0,H,Portsmouth,2007
75,1.0,8.0,7.0,H,Manchester City,2007
76,1.0,2.0,1.0,H,Tottenham Hotspur,2008
77,2.0,1.0,-1.0,A,Liverpool,2008
78,1.0,2.0,1.0,H,Stoke City,2008
79,2.0,1.0,-1.0,A,Portsmouth,2008
80,2.0,0.0,-2.0,A,Sunderland,2008
81,1.0,0.0,-1.0,H,West Bromwich Albion,2008
82,0.0,1.0,1.0,A,Wigan Athletic,2008
83,5.0,0.0,-5.0,H,Chelsea,2008
